country,admin_1,admin_2,year,growing_season,crop,production,area,yield,calendar_region,category
Kenya,Rift Valley,Uasin Gishu,1989,1,mz,215388,59830,3.6,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,1990,1,mz,248014,61238,4.050001633,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,1991,1,mz,177861,59886,2.969992987,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,1992,1,mz,194400,45000,4.32,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,1993,1,mz,84853.8,55640,1.525050324,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,1994,1,mz,194670,61800,3.15,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,1995,1,mz,171990,54600,3.15,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,1996,1,mz,135450,43000,3.15,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,1997,1,mz,101812.5,52500,1.939285714,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,1998,1,mz,183654,53700,3.42,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,1999,1,mz,165510,61300,2.7,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,2000,1,mz,156510,58000,2.698448276,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,2001,1,mz,177984,61800,2.88,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,2003,1,mz,123492,49000,2.520244898,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,2004,1,mz,117996.1575,45263.69765,2.606860765,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,2005,1,mz,188866,63585,2.970291735,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,2006,1,mz,254509,65758,3.870388394,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,2007,1,mz,267327,66000,4.050409091,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,2008,1,mz,385677,85706,4.5,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,2009,1,mz,242875.0315,65262.53953,3.721507518,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,2010,1,mz,234415.8,85002,2.757768053,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,2011,1,mz,400187.25,86683,4.616675127,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,2012,1,mz,343938.6,83605,4.113852042,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,2013,1,mz,258042.06,91310,2.826,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,2014,1,mz,363595.05,88790,4.095,Rift Valley,EWCM
Kenya,Rift Valley,Uasin Gishu,2015,1,mz,380140.182,96654,3.933,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,1983,1,mz,40320,12800,3.15,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,1984,1,mz,51300,13200,3.886363636,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,1985,1,mz,0,0,,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,1986,1,mz,33102,14712,2.25,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,1987,1,mz,28463,12650,2.250039526,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,1988,1,mz,28013,12450,2.250040161,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,1989,1,mz,72367,21160,3.419990548,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,1990,1,mz,67302,18698,3.599422398,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,1991,1,mz,31712,13788,2.299970989,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,1992,1,mz,61574.4,17104,3.6,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,1993,1,mz,26298,19480,1.35,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,1994,1,mz,73631.25,23375,3.15,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,1995,1,mz,53928,21400,2.52,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,1996,1,mz,34200,15200,2.25,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,1997,1,mz,34596,24000,1.4415,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,1998,1,mz,62100,23000,2.7,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,1999,1,mz,18144,11200,1.62,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,2000,1,mz,18180,21300,0.853521127,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,2001,1,mz,36657,22500,1.6292,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,2003,1,mz,21368,18600,1.148817204,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,2004,1,mz,20417.0464,17181.73013,1.188299795,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,2005,1,mz,28731,22800,1.260131579,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,2006,1,mz,40676,23785,1.710153458,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,2007,1,mz,34450,24108,1.428986229,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,2008,1,mz,55836,24150,2.312049689,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,2009,1,mz,36022.00928,22404.94603,1.607770411,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,2010,1,mz,23686.65,18057,1.311771058,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,2011,1,mz,51394.05,22120,2.323419982,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,2012,1,mz,44127,20450,2.157799511,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,2013,1,mz,112979.7,33035,3.42,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,2014,1,mz,55814.4,19380,2.88,Rift Valley,EWCM
Kenya,Rift Valley,West Pokot,2015,1,mz,47276.712,19748,2.394,Rift Valley,EWCM
Kenya,Western,Bungoma,1983,1,mz,179628,66528,2.700036075,West,EWCM
Kenya,Western,Bungoma,1984,1,mz,138546,66000,2.099181818,West,EWCM
Kenya,Western,Bungoma,1985,1,mz,143640,78000,1.841538462,West,EWCM
Kenya,Western,Bungoma,1986,1,mz,248663,84690,2.93615539,West,EWCM
Kenya,Western,Bungoma,1987,1,mz,261100,93000,2.807526882,West,EWCM
Kenya,Western,Bungoma,1988,1,mz,250538,98766,2.536682664,West,EWCM
Kenya,Western,Bungoma,1989,1,mz,188030,83570,2.249970085,West,EWCM
Kenya,Western,Bungoma,1990,1,mz,162470,72210,2.249965379,West,EWCM
Kenya,Western,Bungoma,1991,1,mz,179950,78248,2.29973929,West,EWCM
Kenya,Western,Bungoma,1992,1,mz,178749.99,71500,2.49999986,West,EWCM
Kenya,Western,Bungoma,1993,1,mz,75996,42220,1.8,West,EWCM
Kenya,Western,Bungoma,1994,1,mz,149620.5,55415,2.7,West,EWCM
Kenya,Western,Bungoma,1995,1,mz,141225.03,56490,2.500000531,West,EWCM
Kenya,Western,Bungoma,1996,1,mz,182039.4,59490,3.06,West,EWCM
Kenya,Western,Bungoma,1997,1,mz,153173.7,56731,2.7,West,EWCM
Kenya,Western,Bungoma,1998,1,mz,144163.35,54577,2.641467102,West,EWCM
Kenya,Western,Bungoma,1999,1,mz,158039.55,56645,2.79,West,EWCM
Kenya,Western,Bungoma,2000,1,mz,153225,56750,2.7,West,EWCM
Kenya,Western,Bungoma,2001,1,mz,150858,57800,2.61,West,EWCM
Kenya,Western,Bungoma,2003,1,mz,178673.0873,72770,2.455312454,West,EWCM
Kenya,Western,Bungoma,2004,1,mz,208846.4553,69381.92852,3.010098735,West,EWCM
Kenya,Western,Bungoma,2005,1,mz,195135.6436,72257,2.70057771,West,EWCM
Kenya,Western,Bungoma,2006,1,mz,245188.1188,82356,2.977173719,West,EWCM
Kenya,Western,Bungoma,2007,1,mz,264076.1476,82742,3.191561089,West,EWCM
Kenya,Western,Bungoma,2008,1,mz,213560.55,76545,2.79,West,EWCM
Kenya,Western,Bungoma,2009,1,mz,226136.3378,76656.3857,2.95,West,EWCM
Kenya,Western,Bungoma,2010,1,mz,186493.5,93915,1.985769046,West,EWCM
Kenya,Western,Bungoma,2011,1,mz,257184,96861,2.655186298,West,EWCM
Kenya,Western,Bungoma,2012,1,mz,258893.46,95373,2.714536189,West,EWCM
Kenya,Western,Bungoma,2013,1,mz,282277.206,96209,2.934,West,EWCM
Kenya,Western,Bungoma,2014,1,mz,238622.67,92705,2.574,West,EWCM
Kenya,Western,Bungoma,2015,1,mz,287749.116,98074,2.934,West,EWCM
Kenya,Western,Busia,1983,1,mz,51398,29600,1.736418919,West,EWCM
Kenya,Western,Busia,1984,1,mz,38880,28000,1.388571429,West,EWCM
Kenya,Western,Busia,1985,1,mz,48717,31000,1.571516129,West,EWCM
Kenya,Western,Busia,1986,1,mz,53550,33000,1.622727273,West,EWCM
Kenya,Western,Busia,1987,1,mz,59400,33000,1.8,West,EWCM
Kenya,Western,Busia,1988,1,mz,60884,35063,1.736417306,West,EWCM
Kenya,Western,Busia,1989,1,mz,26890,24900,1.079919679,West,EWCM
Kenya,Western,Busia,1990,1,mz,29485,27300,1.08003663,West,EWCM
Kenya,Western,Busia,1991,1,mz,29475,25630,1.150019508,West,EWCM
Kenya,Western,Busia,1992,1,mz,22635,13315,1.699962448,West,EWCM
Kenya,Western,Busia,1993,1,mz,6120,6800,0.9,West,EWCM
Kenya,Western,Busia,1994,1,mz,21504.96,12650,1.699996838,West,EWCM
Kenya,Western,Busia,1995,1,mz,23017.5,13545,1.699335548,West,EWCM
Kenya,Western,Busia,1996,1,mz,27838.8,16280,1.71,West,EWCM
Kenya,Western,Busia,1997,1,mz,20284.02,12521,1.62,West,EWCM
Kenya,Western,Busia,1998,1,mz,15255,11300,1.35,West,EWCM
Kenya,Western,Busia,1999,1,mz,15435,10290,1.5,West,EWCM
Kenya,Western,Busia,2000,1,mz,14566.5,12450,1.17,West,EWCM
Kenya,Western,Busia,2001,1,mz,15210,13000,1.17,West,EWCM
Kenya,Western,Busia,2003,1,mz,37265.16652,27588,1.350774486,West,EWCM
Kenya,Western,Busia,2004,1,mz,43558.31115,26303.54052,1.655986619,West,EWCM
Kenya,Western,Busia,2005,1,mz,22815.66157,17323,1.317073346,West,EWCM
Kenya,Western,Busia,2006,1,mz,47848.78488,24352,1.964881114,West,EWCM
Kenya,Western,Busia,2007,1,mz,51865.43654,39570,1.31072622,West,EWCM
Kenya,Western,Busia,2008,1,mz,45088.88,36362,1.24,West,EWCM
Kenya,Western,Busia,2009,1,mz,12376.30649,28782.1081,0.43,West,EWCM
Kenya,Western,Busia,2010,1,mz,31707.36,25229,1.256782274,West,EWCM
Kenya,Western,Busia,2011,1,mz,55897.56,47300,1.181766596,West,EWCM
Kenya,Western,Busia,2012,1,mz,47205,38865,1.214588962,West,EWCM
Kenya,Western,Busia,2013,1,mz,55174.86,41990,1.314,West,EWCM
Kenya,Western,Busia,2014,1,mz,69397.776,45898,1.512,West,EWCM
Kenya,Western,Busia,2015,1,mz,79833.6,50400,1.584,West,EWCM
Kenya,Western,Kakamega,1983,1,mz,231264,110420,2.094403188,West,EWCM
Kenya,Western,Kakamega,1984,1,mz,176401,84225,2.0944019,West,EWCM
Kenya,Western,Kakamega,1985,1,mz,213629,102000,2.094401961,West,EWCM
Kenya,Western,Kakamega,1986,1,mz,229501,109286,2.10000366,West,EWCM
Kenya,Western,Kakamega,1987,1,mz,245795,117045,2.100004272,West,EWCM
Kenya,Western,Kakamega,1988,1,mz,263264,125355,2.100147581,West,EWCM
Kenya,Western,Kakamega,1989,1,mz,208620,122000,1.71,West,EWCM
Kenya,Western,Kakamega,1990,1,mz,310040,134800,2.3,West,EWCM
Kenya,Western,Kakamega,1991,1,mz,310500,135000,2.3,West,EWCM
Kenya,Western,Kakamega,1992,1,mz,212253.03,70751,3.000000424,West,EWCM
Kenya,Western,Kakamega,1993,1,mz,162900,72400,2.25,West,EWCM
Kenya,Western,Kakamega,1994,1,mz,138537.54,62200,2.22729164,West,EWCM
Kenya,Western,Kakamega,1995,1,mz,194492.97,64831,2.999999537,West,EWCM
Kenya,Western,Kakamega,1996,1,mz,210879.9,68915,3.06,West,EWCM
Kenya,Western,Kakamega,1997,1,mz,65227.68,30198,2.16,West,EWCM
Kenya,Western,Kakamega,1998,1,mz,81000,30000,2.7,West,EWCM
Kenya,Western,Kakamega,1999,1,mz,56500.02,28250,2.000000708,West,EWCM
Kenya,Western,Kakamega,2000,1,mz,50400,28000,1.8,West,EWCM
Kenya,Western,Kakamega,2001,1,mz,58788,28400,2.07,West,EWCM
Kenya,Western,Kakamega,2003,1,mz,147493.6094,66445,2.219784925,West,EWCM
Kenya,Western,Kakamega,2004,1,mz,172401.5516,63351.41185,2.721352952,West,EWCM
Kenya,Western,Kakamega,2005,1,mz,207240.7741,69000,3.003489479,West,EWCM
Kenya,Western,Kakamega,2006,1,mz,174909.991,68884,2.539196199,West,EWCM
Kenya,Western,Kakamega,2007,1,mz,185822.6823,70747,2.626580382,West,EWCM
Kenya,Western,Kakamega,2008,1,mz,199261,50084,3.978536059,West,EWCM
Kenya,Western,Kakamega,2009,1,mz,54686.87673,64413.28237,0.849,West,EWCM
Kenya,Western,Kakamega,2010,1,mz,160347.15,82317,1.947922665,West,EWCM
Kenya,Western,Kakamega,2011,1,mz,155339.55,70185,2.213287027,West,EWCM
Kenya,Western,Kakamega,2012,1,mz,129396.78,66672,1.940796436,West,EWCM
Kenya,Western,Kakamega,2013,1,mz,181253.16,76285,2.376,West,EWCM
Kenya,Western,Kakamega,2014,1,mz,181820.925,73463,2.475,West,EWCM
Kenya,Western,Kakamega,2015,1,mz,191681.1,70993,2.7,West,EWCM
Kenya,Western,Vihiga,1992,1,mz,3006,16700,0.18,West,EWCM
Kenya,Western,Vihiga,1993,1,mz,15606,10200,1.53,West,EWCM
Kenya,Western,Vihiga,1994,1,mz,2025,13500,0.15,West,EWCM
Kenya,Western,Vihiga,1995,1,mz,22012.47,14675,1.499997956,West,EWCM
Kenya,Western,Vihiga,1996,1,mz,33367.14,20597,1.62,West,EWCM
Kenya,Western,Vihiga,1997,1,mz,26820,14900,1.8,West,EWCM
Kenya,Western,Vihiga,1998,1,mz,19665,11500,1.71,West,EWCM
Kenya,Western,Vihiga,1999,1,mz,26100,14500,1.8,West,EWCM
Kenya,Western,Vihiga,2000,1,mz,20196,13200,1.53,West,EWCM
Kenya,Western,Vihiga,2001,1,mz,21546,13300,1.62,West,EWCM
Kenya,Western,Vihiga,2003,1,mz,34052.20522,22700,1.500097146,West,EWCM
Kenya,Western,Vihiga,2004,1,mz,39802.76191,21643.11911,1.839049248,West,EWCM
Kenya,Western,Vihiga,2005,1,mz,39416.74167,23100,1.706352453,West,EWCM
Kenya,Western,Vihiga,2006,1,mz,37443.74437,20820,1.798450738,West,EWCM
Kenya,Western,Vihiga,2007,1,mz,26993.69937,22100,1.221434361,West,EWCM
Kenya,Western,Vihiga,2008,1,mz,22240,13900,1.6,West,EWCM
Kenya,Western,Vihiga,2009,1,mz,7312.544576,20312.62382,0.36,West,EWCM
Kenya,Western,Vihiga,2010,1,mz,28721.52,25242,1.137846446,West,EWCM
Kenya,Western,Vihiga,2011,1,mz,29612.88,18034,1.642058334,West,EWCM
Kenya,Western,Vihiga,2012,1,mz,35869.95,22764,1.575731418,West,EWCM
Kenya,Western,Vihiga,2013,1,mz,29662.47,18010,1.647,West,EWCM
Kenya,Western,Vihiga,2014,1,mz,38542.635,24195,1.593,West,EWCM
Kenya,Western,Vihiga,2015,1,mz,38938.536,23772,1.638,West,EWCM
Kenya,Central,,2002,1,mz,133627,110251,1.212,Central,EWCM
Kenya,Central,,2003,1,mz,129249,121873,1.061,Central,EWCM
Kenya,Central,,2004,1,mz,67781,108823,0.623,Central,EWCM
Kenya,Central,,2005,1,mz,118133,113872,1.037,Central,EWCM
Kenya,Central,,2006,1,mz,137959,124962,1.104,Central,EWCM
Kenya,Central,,2007,1,mz,185620.011,139880.3,1.327,Central,EWCM
Kenya,Central,,2008,1,mz,76404.634,121439,0.629,Central,EWCM
Kenya,Central,,2009,1,mz,125814.57,154542,0.814,Central,EWCM
Kenya,Central,,2010,1,mz,152401.59,158047,0.964,Central,EWCM
Kenya,Central,,2011,1,mz,185084.115,159707,1.159,Central,EWCM
Kenya,Central,,2012,1,mz,267104.61,186591,1.431,Central,EWCM
Kenya,Central,,2013,1,mz,282863.853,216635,1.306,Central,EWCM
Kenya,Central,,2014,1,mz,223881.714,190894,1.173,Central,EWCM
Kenya,Central,,2015,1,mz,200347,135504,1.479,Central,EWCM
Kenya,Central,,2016,1,mz,171433.8,114670,1.495,Central,EWCM
Kenya,Coast,,2002,1,mz,42466.42664,52422,0.81,Coast,EWCM
Kenya,Coast,,2003,1,mz,44775.93159,65157.4,0.687,Coast,EWCM
Kenya,Coast,,2004,1,mz,55546.9541,61519,0.903,Coast,EWCM
Kenya,Coast,,2005,1,mz,49819.08191,90110.9,0.553,Coast,EWCM
Kenya,Coast,,2006,1,mz,70271.28713,88475,0.794,Coast,EWCM
Kenya,Coast,,2007,1,mz,62468.008,71930,0.868,Coast,EWCM
Kenya,Coast,,2008,1,mz,114615.2491,75438.46,1.519,Coast,EWCM
Kenya,Coast,,2009,1,mz,121006.13,118341.5,1.023,Coast,EWCM
Kenya,Coast,,2010,1,mz,174342.52,136952.9,1.273,Coast,EWCM
Kenya,Coast,,2011,1,mz,140442.793,179498.6,0.782,Coast,EWCM
Kenya,Coast,,2012,1,mz,76083.066,151547,0.502,Coast,EWCM
Kenya,Coast,,2013,1,mz,124537.104,150817,0.826,Coast,EWCM
Kenya,Coast,,2014,1,mz,150311.151,161032,0.933,Coast,EWCM
Kenya,Coast,,2015,1,mz,293637,193680,1.516,Coast,EWCM
Kenya,Coast,,2016,1,mz,106956,145040,0.737,Coast,EWCM
Kenya,Eastern,,2002,1,mz,408458.2178,476127.027,0.858,Eastern,EWCM
Kenya,Eastern,,2003,1,mz,323963.2205,475171,0.682,Eastern,EWCM
Kenya,Eastern,,2004,1,mz,212731.2331,496457.1602,0.428,Eastern,EWCM
Kenya,Eastern,,2005,1,mz,190083.7984,422607.5221,0.45,Eastern,EWCM
Kenya,Eastern,,2006,1,mz,299074.6571,504795.1881,0.592,Eastern,EWCM
Kenya,Eastern,,2007,1,mz,334847.39,451573.2,0.742,Eastern,EWCM
Kenya,Eastern,,2008,1,mz,216314.1915,443170.5741,0.488,Eastern,EWCM
Kenya,Eastern,,2009,1,mz,551532.0978,464869.38,1.186,Eastern,EWCM
Kenya,Eastern,,2010,1,mz,360674.055,429981.4,0.839,Eastern,EWCM
Kenya,Eastern,,2011,1,mz,422787.959,534320.9,0.791,Eastern,EWCM
Kenya,Eastern,,2012,1,mz,461603.979,498872,0.925,Eastern,EWCM
Kenya,Eastern,,2013,1,mz,379062.976,564791,0.671,Eastern,EWCM
Kenya,Eastern,,2014,1,mz,348398.271,575023,0.606,Eastern,EWCM
Kenya,Eastern,,2015,1,mz,461465,388767,1.187,Eastern,EWCM
Kenya,Eastern,,2016,1,mz,178358.85,287150,0.621,Eastern,EWCM
Kenya,North Eastern,,2002,1,mz,4594.9,5056,0.909,North Eastern,EWCM
Kenya,North Eastern,,2003,1,mz,5581,5508,1.013,North Eastern,EWCM
Kenya,North Eastern,,2004,1,mz,891,1910,0.466,North Eastern,EWCM
Kenya,North Eastern,,2005,1,mz,853.2853285,3975,0.215,North Eastern,EWCM
Kenya,North Eastern,,2006,1,mz,873.9873987,4130,0.212,North Eastern,EWCM
Kenya,North Eastern,,2007,1,mz,2695.748577,4843,0.557,North Eastern,EWCM
Kenya,North Eastern,,2008,1,mz,2699.891733,4857.2,0.556,North Eastern,EWCM
Kenya,North Eastern,,2009,1,mz,90.72,2185,0.042,North Eastern,EWCM
Kenya,North Eastern,,2010,1,mz,827.1,4451,0.186,North Eastern,EWCM
Kenya,North Eastern,,2011,1,mz,809.55,3130,0.259,North Eastern,EWCM
Kenya,North Eastern,,2012,1,mz,619.587,916,0.676,North Eastern,EWCM
Kenya,North Eastern,,2013,1,mz,1920.447,2742,0.7,North Eastern,EWCM
Kenya,North Eastern,,2014,1,mz,1936.701,3587,0.54,North Eastern,EWCM
Kenya,North Eastern,,2015,1,mz,,,,North Eastern,EWCM
Kenya,North Eastern,,2016,1,mz,,,,North Eastern,EWCM
Kenya,Nyanza,,2002,1,mz,407176.1476,252254,1.614,West,EWCM
Kenya,Nyanza,,2003,1,mz,467177.2,231629,2.017,West,EWCM
Kenya,Nyanza,,2004,1,mz,344311.44,245020,1.405,West,EWCM
Kenya,Nyanza,,2005,1,mz,370362.4447,270606,1.369,West,EWCM
Kenya,Nyanza,,2006,1,mz,466657.2736,273055,1.709,West,EWCM
Kenya,Nyanza,,2007,1,mz,565726.9,266305,2.124,West,EWCM
Kenya,Nyanza,,2008,1,mz,168281.8765,257323,0.654,West,EWCM
Kenya,Nyanza,,2009,1,mz,475715.43,310329,1.533,West,EWCM
Kenya,Nyanza,,2010,1,mz,592123.41,352510,1.68,West,EWCM
Kenya,Nyanza,,2011,1,mz,624383.55,345035,1.81,West,EWCM
Kenya,Nyanza,,2012,1,mz,698675.265,370235,1.887,West,EWCM
Kenya,Nyanza,,2013,1,mz,562846.788,350492,1.606,West,EWCM
Kenya,Nyanza,,2014,1,mz,588442.671,350193,1.68,West,EWCM
Kenya,Nyanza,,2015,1,mz,541365,277754,1.949,West,EWCM
Kenya,Nyanza,,2016,1,mz,319257.63,257966,1.238,West,EWCM
Kenya,Rift Valley,,2002,1,mz,1038099,523026.403,1.985,Rift Valley,EWCM
Kenya,Rift Valley,,2003,1,mz,991899.8244,483145.081,2.053,Rift Valley,EWCM
Kenya,Rift Valley,,2004,1,mz,1253409.473,569260,2.202,Rift Valley,EWCM
Kenya,Rift Valley,,2005,1,mz,1612727.413,581070,2.775,Rift Valley,EWCM
Kenya,Rift Valley,,2006,1,mz,1594554.2,576088,2.768,Rift Valley,EWCM
Kenya,Rift Valley,,2007,1,mz,2205223.83,664098,3.321,Rift Valley,EWCM
Kenya,Rift Valley,,2008,1,mz,1539912.488,574732.2162,2.679,Rift Valley,EWCM
Kenya,Rift Valley,,2009,1,mz,1281801.24,617736.6,2.075,Rift Valley,EWCM
Kenya,Rift Valley,,2010,1,mz,2334287.385,691938,3.374,Rift Valley,EWCM
Kenya,Rift Valley,,2011,1,mz,1944966.13,794956,2.447,Rift Valley,EWCM
Kenya,Rift Valley,,2012,1,mz,2067903.972,717648,2.882,Rift Valley,EWCM
Kenya,Rift Valley,,2013,1,mz,2004648.363,664438,3.017,Rift Valley,EWCM
Kenya,Rift Valley,,2014,1,mz,1871792.757,670847,2.79,Rift Valley,EWCM
Kenya,Rift Valley,,2015,1,mz,1846413,697624,2.647,Rift Valley,EWCM
Kenya,Rift Valley,,2016,1,mz,1640643.21,639650,2.565,Rift Valley,EWCM
Kenya,Western,,2002,1,mz,397484.0684,189503,2.098,West,EWCM
Kenya,Western,,2003,1,mz,464609.08,180680,2.571,West,EWCM
Kenya,Western,,2004,1,mz,464608.8209,181680,2.557,West,EWCM
Kenya,Western,,2005,1,mz,505390.6391,196412,2.573,West,EWCM
Kenya,Western,,2006,1,mz,528757.9658,215159,2.458,West,EWCM
Kenya,Western,,2007,1,mz,480150.43,176891,2.714,West,EWCM
Kenya,Western,,2008,1,mz,300512.0656,190164.4,1.58,West,EWCM
Kenya,Western,,2009,1,mz,407269.53,226703,1.796,West,EWCM
Kenya,Western,,2010,1,mz,498033.99,232380,2.143,West,EWCM
Kenya,Western,,2011,1,mz,471365.19,223674,2.107,West,EWCM
Kenya,Western,,2012,1,mz,548367.696,232494,2.359,West,EWCM
Kenya,Western,,2013,1,mz,528384.006,236261,2.236,West,EWCM
Kenya,Western,,2014,1,mz,598202.352,243239,2.459,West,EWCM
Kenya,Western,,2015,1,mz,661505,267858,2.47,West,EWCM
Kenya,Western,,2016,1,mz,587503.26,242300,2.425,West,EWCM
