country,admin_1,admin_2,year,growing_season,crop,production,area,yield,calendar_region,category
Kenya,Central,Kiambu,1983,1,mz,56700,21000,2.7,Central,EWCM
Kenya,Central,Kiambu,1984,1,mz,59940,37000,1.62,Central,EWCM
Kenya,Central,Kiambu,1985,1,mz,45579,19813,2.300459294,Central,EWCM
Kenya,Central,Kiambu,1986,1,mz,76460,30584,2.5,Central,EWCM
Kenya,Central,Kiambu,1987,1,mz,66130,26457,2.499527535,Central,EWCM
Kenya,Central,Kiambu,1988,1,mz,26257,25207,1.041655096,Central,EWCM
Kenya,Central,Kiambu,1989,1,mz,26705,15709,1.699980903,Central,EWCM
Kenya,Central,Kiambu,1990,1,mz,29784,25702,1.158820325,Central,EWCM
Kenya,Central,Kiambu,1991,1,mz,31320,26100,1.2,Central,EWCM
Kenya,Central,Kiambu,1992,1,mz,31736.25,14105,2.25,Central,EWCM
Kenya,Central,Kiambu,1993,1,mz,13990.86,11958,1.17,Central,EWCM
Kenya,Central,Kiambu,1994,1,mz,40899.6,16230,2.52,Central,EWCM
Kenya,Central,Kiambu,1995,1,mz,21240,11800,1.8,Central,EWCM
Kenya,Central,Kiambu,1996,1,mz,18289.8,10161,1.8,Central,EWCM
Kenya,Central,Kiambu,1997,1,mz,18333.09,11285,1.624553833,Central,EWCM
Kenya,Central,Kiambu,1998,1,mz,12645,11240,1.125,Central,EWCM
Kenya,Central,Kiambu,1999,1,mz,10260,9500,1.08,Central,EWCM
Kenya,Central,Kiambu,2000,1,mz,1556.1,8640,0.180104167,Central,EWCM
Kenya,Central,Kiambu,2001,1,mz,12074.4,11180,1.08,Central,EWCM
Kenya,Central,Kiambu,2003,1,mz,25408,18750,1.355093333,Central,EWCM
Kenya,Central,Kiambu,2004,1,mz,28620,21200,1.35,Central,EWCM
Kenya,Central,Kiambu,2005,1,mz,11844,14664,0.807692308,Central,EWCM
Kenya,Central,Kiambu,2006,1,mz,29599,22140,1.336901536,Central,EWCM
Kenya,Central,Kiambu,2007,1,mz,29660,23391,1.268009063,Central,EWCM
Kenya,Central,Kiambu,2008,1,mz,17616.511,26293.3,0.67,Central,EWCM
Kenya,Central,Kiambu,2009,1,mz,23976.9,30603,0.783482012,Central,EWCM
Kenya,Central,Kiambu,2010,1,mz,20000.16,41984,0.476375762,Central,EWCM
Kenya,Central,Kiambu,2011,1,mz,30193.29,39523,0.763942261,Central,EWCM
Kenya,Central,Kiambu,2012,1,mz,43041.66,45789,0.94,Central,EWCM
Kenya,Central,Kiambu,2013,1,mz,56474.46,44821,1.26,Central,EWCM
Kenya,Central,Kiambu,2014,1,mz,43944.57,43210,1.017,Central,EWCM
Kenya,Central,Kiambu,2015,1,mz,14963.4,24450,0.612,Central,EWCM
Kenya,Central,Kirinyaga,1983,1,mz,51746,32855,1.574980977,Central,EWCM
Kenya,Central,Kirinyaga,1984,1,mz,52073,28929,1.800027654,Central,EWCM
Kenya,Central,Kirinyaga,1985,1,mz,32278,32046,1.007239593,Central,EWCM
Kenya,Central,Kirinyaga,1986,1,mz,36475,27425,1.329990884,Central,EWCM
Kenya,Central,Kirinyaga,1987,1,mz,49388,33479,1.475193405,Central,EWCM
Kenya,Central,Kirinyaga,1988,1,mz,33523,24832,1.349991946,Central,EWCM
Kenya,Central,Kirinyaga,1989,1,mz,56310,31284,1.799961642,Central,EWCM
Kenya,Central,Kirinyaga,1990,1,mz,45624,29820,1.529979879,Central,EWCM
Kenya,Central,Kirinyaga,1991,1,mz,43170,25980,1.661662818,Central,EWCM
Kenya,Central,Kirinyaga,1992,1,mz,15877.35,11761,1.35,Central,EWCM
Kenya,Central,Kirinyaga,1993,1,mz,27179.1,23230,1.17,Central,EWCM
Kenya,Central,Kirinyaga,1994,1,mz,20736,12800,1.62,Central,EWCM
Kenya,Central,Kirinyaga,1995,1,mz,19611.99,14016,1.399257277,Central,EWCM
Kenya,Central,Kirinyaga,1996,1,mz,15528.24,14378,1.08,Central,EWCM
Kenya,Central,Kirinyaga,1997,1,mz,23440.05,14335,1.63516219,Central,EWCM
Kenya,Central,Kirinyaga,1998,1,mz,23697,13165,1.8,Central,EWCM
Kenya,Central,Kirinyaga,1999,1,mz,15503.4,14355,1.08,Central,EWCM
Kenya,Central,Kirinyaga,2000,1,mz,2430,13500,0.18,Central,EWCM
Kenya,Central,Kirinyaga,2001,1,mz,10800,15000,0.72,Central,EWCM
Kenya,Central,Kirinyaga,2003,1,mz,26193,26700,0.981011236,Central,EWCM
Kenya,Central,Kirinyaga,2004,1,mz,24552,27100,0.90597786,Central,EWCM
Kenya,Central,Kirinyaga,2005,1,mz,19465,25355,0.767698679,Central,EWCM
Kenya,Central,Kirinyaga,2006,1,mz,19892,25000,0.79568,Central,EWCM
Kenya,Central,Kirinyaga,2007,1,mz,31503,24224,1.30048712,Central,EWCM
Kenya,Central,Kirinyaga,2008,1,mz,43075,18932,2.275248257,Central,EWCM
Kenya,Central,Kirinyaga,2009,1,mz,8217.205,23545,0.349,Central,EWCM
Kenya,Central,Kirinyaga,2010,1,mz,54778.77,31935,1.715320808,Central,EWCM
Kenya,Central,Kirinyaga,2011,1,mz,21289.5,17530,1.214460924,Central,EWCM
Kenya,Central,Kirinyaga,2012,1,mz,18848.25,16730,1.126613867,Central,EWCM
Kenya,Central,Kirinyaga,2013,1,mz,54608.85,31935,1.71,Central,EWCM
Kenya,Central,Kirinyaga,2014,1,mz,56665.539,40103,1.413,Central,EWCM
Kenya,Central,Kirinyaga,2015,1,mz,43648.416,32992,1.323,Central,EWCM
Kenya,Central,Murang'a,1983,1,mz,41040,38000,1.08,Central,EWCM
Kenya,Central,Murang'a,1984,1,mz,39154,43504,0.900009195,Central,EWCM
Kenya,Central,Murang'a,1985,1,mz,42143,38022,1.108384619,Central,EWCM
Kenya,Central,Murang'a,1986,1,mz,61373,47210,1.3,Central,EWCM
Kenya,Central,Murang'a,1987,1,mz,73197,47841,1.530005644,Central,EWCM
Kenya,Central,Murang'a,1988,1,mz,45400,45860,0.989969472,Central,EWCM
Kenya,Central,Murang'a,1989,1,mz,70783,46300,1.528790497,Central,EWCM
Kenya,Central,Murang'a,1990,1,mz,78880,46400,1.7,Central,EWCM
Kenya,Central,Murang'a,1991,1,mz,71680,44800,1.6,Central,EWCM
Kenya,Central,Murang'a,1992,1,mz,20976.84,19423,1.08,Central,EWCM
Kenya,Central,Murang'a,1993,1,mz,39366,24300,1.62,Central,EWCM
Kenya,Central,Murang'a,1994,1,mz,65243,25890,2.520007725,Central,EWCM
Kenya,Central,Murang'a,1995,1,mz,10265.4,9505,1.08,Central,EWCM
Kenya,Central,Murang'a,1996,1,mz,22950,17000,1.35,Central,EWCM
Kenya,Central,Murang'a,1997,1,mz,18792,11600,1.62,Central,EWCM
Kenya,Central,Murang'a,1998,1,mz,15840,11000,1.44,Central,EWCM
Kenya,Central,Murang'a,1999,1,mz,4212,7800,0.54,Central,EWCM
Kenya,Central,Murang'a,2000,1,mz,405,8900,0.045505618,Central,EWCM
Kenya,Central,Murang'a,2001,1,mz,9504,8800,1.08,Central,EWCM
Kenya,Central,Murang'a,2003,1,mz,36410,27551,1.321549127,Central,EWCM
Kenya,Central,Murang'a,2004,1,mz,23517,34548,0.680705106,Central,EWCM
Kenya,Central,Murang'a,2005,1,mz,15235,32054,0.475291695,Central,EWCM
Kenya,Central,Murang'a,2006,1,mz,23056,25066,0.919811697,Central,EWCM
Kenya,Central,Murang'a,2007,1,mz,30486,35100,0.868547009,Central,EWCM
Kenya,Central,Murang'a,2008,1,mz,31230.9,35680,0.875305493,Central,EWCM
Kenya,Central,Murang'a,2009,1,mz,8251.02,34425,0.239681046,Central,EWCM
Kenya,Central,Murang'a,2010,1,mz,10593.24,50444,0.21,Central,EWCM
Kenya,Central,Murang'a,2011,1,mz,50151.87,58717,0.854128617,Central,EWCM
Kenya,Central,Murang'a,2012,1,mz,58803.57,50900,1.155276424,Central,EWCM
Kenya,Central,Murang'a,2013,1,mz,71384.04,56654,1.26,Central,EWCM
Kenya,Central,Murang'a,2014,1,mz,79042.392,61416,1.287,Central,EWCM
Kenya,Central,Murang'a,2015,1,mz,72559.197,61543,1.179,Central,EWCM
Kenya,Central,Nyandarua,1983,1,mz,13703,12703,1.078721562,Central,EWCM
Kenya,Central,Nyandarua,1984,1,mz,28072,15596,1.799948705,Central,EWCM
Kenya,Central,Nyandarua,1985,1,mz,16935,18817,0.899984057,Central,EWCM
Kenya,Central,Nyandarua,1986,1,mz,25808,19816,1.302381914,Central,EWCM
Kenya,Central,Nyandarua,1987,1,mz,51282,20350,2.52,Central,EWCM
Kenya,Central,Nyandarua,1988,1,mz,11570,17800,0.65,Central,EWCM
Kenya,Central,Nyandarua,1989,1,mz,65240,18640,3.5,Central,EWCM
Kenya,Central,Nyandarua,1990,1,mz,52704,19520,2.7,Central,EWCM
Kenya,Central,Nyandarua,1991,1,mz,32010,20010,1.59970015,Central,EWCM
Kenya,Central,Nyandarua,1992,1,mz,42570,21500,1.98,Central,EWCM
Kenya,Central,Nyandarua,1993,1,mz,20001.6,22224,0.9,Central,EWCM
Kenya,Central,Nyandarua,1994,1,mz,52408.62,17646,2.97,Central,EWCM
Kenya,Central,Nyandarua,1995,1,mz,30843.99,18144,1.699955357,Central,EWCM
Kenya,Central,Nyandarua,1996,1,mz,21989.88,13574,1.62,Central,EWCM
Kenya,Central,Nyandarua,1997,1,mz,23211.9,17194,1.35,Central,EWCM
Kenya,Central,Nyandarua,1998,1,mz,23068.8,14420,1.599778086,Central,EWCM
Kenya,Central,Nyandarua,1999,1,mz,12600,14000,0.9,Central,EWCM
Kenya,Central,Nyandarua,2000,1,mz,10339.2,14360,0.72,Central,EWCM
Kenya,Central,Nyandarua,2001,1,mz,27414,15490,1.769786959,Central,EWCM
Kenya,Central,Nyandarua,2003,1,mz,21530,14950,1.440133779,Central,EWCM
Kenya,Central,Nyandarua,2004,1,mz,26190,14550,1.8,Central,EWCM
Kenya,Central,Nyandarua,2005,1,mz,12601,14000,0.900071429,Central,EWCM
Kenya,Central,Nyandarua,2006,1,mz,28713,15590,1.841757537,Central,EWCM
Kenya,Central,Nyandarua,2007,1,mz,19307,14300,1.35013986,Central,EWCM
Kenya,Central,Nyandarua,2008,1,mz,27822.6,20900,1.33122488,Central,EWCM
Kenya,Central,Nyandarua,2009,1,mz,8965.809,14031,0.639,Central,EWCM
Kenya,Central,Nyandarua,2010,1,mz,16707.6,10055,1.661621084,Central,EWCM
Kenya,Central,Nyandarua,2011,1,mz,21775.05,10005,2.176416792,Central,EWCM
Kenya,Central,Nyandarua,2012,1,mz,33250.5,10855,3.063150622,Central,EWCM
Kenya,Central,Nyandarua,2013,1,mz,42310.08,19588,2.16,Central,EWCM
Kenya,Central,Nyandarua,2014,1,mz,24168.96,10490,2.304,Central,EWCM
Kenya,Central,Nyandarua,2015,1,mz,20151.504,10366,1.944,Central,EWCM
Kenya,Central,Nyeri,1983,1,mz,43011,23895,1.8,Central,EWCM
Kenya,Central,Nyeri,1984,1,mz,43295,25556,1.694122711,Central,EWCM
Kenya,Central,Nyeri,1985,1,mz,23056,20180,1.142517344,Central,EWCM
Kenya,Central,Nyeri,1986,1,mz,28798,21332,1.349990624,Central,EWCM
Kenya,Central,Nyeri,1987,1,mz,35135,23973,1.465607141,Central,EWCM
Kenya,Central,Nyeri,1988,1,mz,21380,22742,0.940110808,Central,EWCM
Kenya,Central,Nyeri,1989,1,mz,34655,21483,1.613135968,Central,EWCM
Kenya,Central,Nyeri,1990,1,mz,27397,19565,1.40030667,Central,EWCM
Kenya,Central,Nyeri,1991,1,mz,33150,22100,1.5,Central,EWCM
Kenya,Central,Nyeri,1992,1,mz,17550,13000,1.35,Central,EWCM
Kenya,Central,Nyeri,1993,1,mz,25234.2,23365,1.08,Central,EWCM
Kenya,Central,Nyeri,1994,1,mz,17595.36,12219,1.44,Central,EWCM
Kenya,Central,Nyeri,1995,1,mz,16494.21,13090,1.260061879,Central,EWCM
Kenya,Central,Nyeri,1996,1,mz,17569.44,12201,1.44,Central,EWCM
Kenya,Central,Nyeri,1997,1,mz,17820,11200,1.591071429,Central,EWCM
Kenya,Central,Nyeri,1998,1,mz,13068,12100,1.08,Central,EWCM
Kenya,Central,Nyeri,1999,1,mz,7686,12200,0.63,Central,EWCM
Kenya,Central,Nyeri,2000,1,mz,2322,12900,0.18,Central,EWCM
Kenya,Central,Nyeri,2001,1,mz,13896,13200,1.052727273,Central,EWCM
Kenya,Central,Nyeri,2003,1,mz,24086,22300,1.080089686,Central,EWCM
Kenya,Central,Nyeri,2004,1,mz,26370,24475,1.077425945,Central,EWCM
Kenya,Central,Nyeri,2005,1,mz,8636,22750,0.379604396,Central,EWCM
Kenya,Central,Nyeri,2006,1,mz,16873,26076,0.647070103,Central,EWCM
Kenya,Central,Nyeri,2007,1,mz,27003,27947,0.966221777,Central,EWCM
Kenya,Central,Nyeri,2008,1,mz,65875,38075,1.730137886,Central,EWCM
Kenya,Central,Nyeri,2009,1,mz,26993.7,18835,1.433166976,Central,EWCM
Kenya,Central,Nyeri,2010,1,mz,23734.8,20124,1.179427549,Central,EWCM
Kenya,Central,Nyeri,2011,1,mz,28991.88,32272,0.898360188,Central,EWCM
Kenya,Central,Nyeri,2012,1,mz,31140.135,35433,0.878845568,Central,EWCM
Kenya,Central,Nyeri,2013,1,mz,42327.18,33593,1.26,Central,EWCM
Kenya,Central,Nyeri,2014,1,mz,79042.392,61416,1.287,Central,EWCM
Kenya,Central,Nyeri,2015,1,mz,72559.197,61543,1.179,Central,EWCM
Kenya,Coast,Kilifi,1983,1,mz,8050,26450,0.304347826,Coast,EWCM
Kenya,Coast,Kilifi,1984,1,mz,16830,26046,0.646164478,Coast,EWCM
Kenya,Coast,Kilifi,1985,1,mz,26605,37241,0.714400795,Coast,EWCM
Kenya,Coast,Kilifi,1986,1,mz,36500,36500,1,Coast,EWCM
Kenya,Coast,Kilifi,1987,1,mz,48000,40000,1.2,Coast,EWCM
Kenya,Coast,Kilifi,1988,1,mz,56850,37900,1.5,Coast,EWCM
Kenya,Coast,Kilifi,1989,1,mz,74702,49801,1.50001004,Coast,EWCM
Kenya,Coast,Kilifi,1990,1,mz,57600,38400,1.5,Coast,EWCM
Kenya,Coast,Kilifi,1991,1,mz,62411,45800,1.36268559,Coast,EWCM
Kenya,Coast,Kilifi,1992,1,mz,31485.96,30688,1.026002346,Coast,EWCM
Kenya,Coast,Kilifi,1993,1,mz,49887,49887,1,Coast,EWCM
Kenya,Coast,Kilifi,1994,1,mz,20250,25000,0.81,Coast,EWCM
Kenya,Coast,Kilifi,1995,1,mz,24300,30000,0.81,Coast,EWCM
Kenya,Coast,Kilifi,1996,1,mz,19999.98,20000,0.999999,Coast,EWCM
Kenya,Coast,Kilifi,1997,1,mz,1113.03,21821,0.051007287,Coast,EWCM
Kenya,Coast,Kilifi,1998,1,mz,9107.28,7784,1.17,Coast,EWCM
Kenya,Coast,Kilifi,1999,1,mz,19544.58,19742,0.99,Coast,EWCM
Kenya,Coast,Kilifi,2000,1,mz,16362.72,16528,0.99,Coast,EWCM
Kenya,Coast,Kilifi,2001,1,mz,18037.8,18220,0.99,Coast,EWCM
Kenya,Coast,Kilifi,2003,1,mz,22239.15392,27453,0.810081008,Coast,EWCM
Kenya,Coast,Kilifi,2004,1,mz,27950,38231,0.731082106,Coast,EWCM
Kenya,Coast,Kilifi,2005,1,mz,31556.43564,31872,0.99009901,Coast,EWCM
Kenya,Coast,Kilifi,2006,1,mz,28436.27363,49216,0.577785144,Coast,EWCM
Kenya,Coast,Kilifi,2007,1,mz,33457.15572,42169,0.793406429,Coast,EWCM
Kenya,Coast,Kilifi,2008,1,mz,22625.928,37836,0.598,Coast,EWCM
Kenya,Coast,Kilifi,2009,1,mz,69543.173,39864.8,1.744475653,Coast,EWCM
Kenya,Coast,Kilifi,2010,1,mz,32800.59,49554,0.661916092,Coast,EWCM
Kenya,Coast,Kilifi,2011,1,mz,74874.78,56500,1.325217345,Coast,EWCM
Kenya,Coast,Kilifi,2012,1,mz,39509.5185,79832,0.494908289,Coast,EWCM
Kenya,Coast,Kilifi,2013,1,mz,23533.776,70672,0.333,Coast,EWCM
Kenya,Coast,Kilifi,2014,1,mz,39014.1,64700,0.603,Coast,EWCM
Kenya,Coast,Kilifi,2015,1,mz,37612.8,65300,0.576,Coast,EWCM
Kenya,Coast,Kwale,1983,1,mz,8321,11557,0.719996539,Coast,EWCM
Kenya,Coast,Kwale,1984,1,mz,9832,13656,0.719976567,Coast,EWCM
Kenya,Coast,Kwale,1985,1,mz,24558,28198,0.870912831,Coast,EWCM
Kenya,Coast,Kwale,1986,1,mz,37080,20600,1.8,Coast,EWCM
Kenya,Coast,Kwale,1987,1,mz,29858,19263,1.55001817,Coast,EWCM
Kenya,Coast,Kwale,1988,1,mz,11167,18610,0.600053735,Coast,EWCM
Kenya,Coast,Kwale,1989,1,mz,16850,11233,1.500044512,Coast,EWCM
Kenya,Coast,Kwale,1990,1,mz,44395,22254,1.994922261,Coast,EWCM
Kenya,Coast,Kwale,1991,1,mz,44869,16800,2.67077381,Coast,EWCM
Kenya,Coast,Kwale,1992,1,mz,15937.92,11630,1.370414445,Coast,EWCM
Kenya,Coast,Kwale,1993,1,mz,6747.3,7497,0.9,Coast,EWCM
Kenya,Coast,Kwale,1994,1,mz,8748,10800,0.81,Coast,EWCM
Kenya,Coast,Kwale,1995,1,mz,10530,13000,0.81,Coast,EWCM
Kenya,Coast,Kwale,1996,1,mz,7290,9000,0.81,Coast,EWCM
Kenya,Coast,Kwale,1997,1,mz,16020,14400,1.1125,Coast,EWCM
Kenya,Coast,Kwale,1998,1,mz,8190.09,5353,1.53,Coast,EWCM
Kenya,Coast,Kwale,1999,1,mz,9204.48,9298,0.989941923,Coast,EWCM
Kenya,Coast,Kwale,2000,1,mz,14893.56,13445,1.10773968,Coast,EWCM
Kenya,Coast,Kwale,2001,1,mz,10315.26,10419,0.99004319,Coast,EWCM
Kenya,Coast,Kwale,2003,1,mz,9121.512151,11260,0.810081008,Coast,EWCM
Kenya,Coast,Kwale,2004,1,mz,7760.80108,10839.4,0.715980689,Coast,EWCM
Kenya,Coast,Kwale,2005,1,mz,9962.286229,10062,0.990090064,Coast,EWCM
Kenya,Coast,Kwale,2006,1,mz,7365.616562,14146.9,0.520652338,Coast,EWCM
Kenya,Coast,Kwale,2007,1,mz,9791.539154,13203,0.74161472,Coast,EWCM
Kenya,Coast,Kwale,2008,1,mz,4939.8,8233,0.6,Coast,EWCM
Kenya,Coast,Kwale,2009,1,mz,16856.0486,11296.86,1.492100336,Coast,EWCM
Kenya,Coast,Kwale,2010,1,mz,44912.79,31315,1.43422609,Coast,EWCM
Kenya,Coast,Kwale,2011,1,mz,47638.44,42443,1.12240982,Coast,EWCM
Kenya,Coast,Kwale,2012,1,mz,54732.825,52242,1.047678592,Coast,EWCM
Kenya,Coast,Kwale,2013,1,mz,17770.5,39490,0.45,Coast,EWCM
Kenya,Coast,Kwale,2014,1,mz,17600.31,39910,0.441,Coast,EWCM
Kenya,Coast,Kwale,2015,1,mz,42092.46,34644,1.215,Coast,EWCM
Kenya,Coast,Lamu,1983,1,mz,3228,2960,1.090540541,Coast,EWCM
Kenya,Coast,Lamu,1984,1,mz,1987,1412,1.407223796,Coast,EWCM
Kenya,Coast,Lamu,1985,1,mz,1824,1520,1.2,Coast,EWCM
Kenya,Coast,Lamu,1986,1,mz,2024,1687,1.199762893,Coast,EWCM
Kenya,Coast,Lamu,1987,1,mz,2686,1819,1.476635514,Coast,EWCM
Kenya,Coast,Lamu,1988,1,mz,1595,1450,1.1,Coast,EWCM
Kenya,Coast,Lamu,1989,1,mz,2025,1620,1.25,Coast,EWCM
Kenya,Coast,Lamu,1990,1,mz,1924,1641,1.17245582,Coast,EWCM
Kenya,Coast,Lamu,1991,1,mz,1598,1547,1.032967033,Coast,EWCM
Kenya,Coast,Lamu,1992,1,mz,2513.07,2157,1.165076495,Coast,EWCM
Kenya,Coast,Lamu,1993,1,mz,804.6,894,0.9,Coast,EWCM
Kenya,Coast,Lamu,1994,1,mz,1656,2300,0.72,Coast,EWCM
Kenya,Coast,Lamu,1995,1,mz,1458,1800,0.81,Coast,EWCM
Kenya,Coast,Lamu,1996,1,mz,1717.2,2120,0.81,Coast,EWCM
Kenya,Coast,Lamu,1997,1,mz,3243.96,3244,0.99998767,Coast,EWCM
Kenya,Coast,Lamu,1998,1,mz,2820.87,2411,1.17,Coast,EWCM
Kenya,Coast,Lamu,1999,1,mz,4545.9,4591,0.990176432,Coast,EWCM
Kenya,Coast,Lamu,2000,1,mz,6044.31,6105,0.990058968,Coast,EWCM
Kenya,Coast,Lamu,2001,1,mz,4996.53,5047,0.99,Coast,EWCM
Kenya,Coast,Lamu,2003,1,mz,4158.505851,5133,0.81015115,Coast,EWCM
Kenya,Coast,Lamu,2004,1,mz,3006.480648,5161,0.582538393,Coast,EWCM
Kenya,Coast,Lamu,2005,1,mz,4559.225923,4604,0.990274961,Coast,EWCM
Kenya,Coast,Lamu,2006,1,mz,8648.334833,6901,1.253200237,Coast,EWCM
Kenya,Coast,Lamu,2007,1,mz,10180.018,9425,1.080108011,Coast,EWCM
Kenya,Coast,Lamu,2008,1,mz,9139.2,7140,1.28,Coast,EWCM
Kenya,Coast,Lamu,2009,1,mz,10301.61,6646.2,1.55,Coast,EWCM
Kenya,Coast,Lamu,2010,1,mz,24539.67,16039,1.53,Coast,EWCM
Kenya,Coast,Lamu,2011,1,mz,24431.87,12659,1.93,Coast,EWCM
Kenya,Coast,Lamu,2012,1,mz,16945,21161.8,0.800735287,Coast,EWCM
Kenya,Coast,Lamu,2013,1,mz,21737.16,20127,1.08,Coast,EWCM
Kenya,Coast,Lamu,2014,1,mz,37231.704,21324,1.746,Coast,EWCM
Kenya,Coast,Lamu,2015,1,mz,39351.276,35261,1.116,Coast,EWCM
Kenya,Coast,Mombasa,1983,1,mz,700,1000,0.7,Coast,EWCM
Kenya,Coast,Mombasa,1984,1,mz,816,1020,0.8,Coast,EWCM
Kenya,Coast,Mombasa,1985,1,mz,1924,1480,1.3,Coast,EWCM
Kenya,Coast,Mombasa,1986,1,mz,880,800,1.1,Coast,EWCM
Kenya,Coast,Mombasa,1987,1,mz,700,700,1,Coast,EWCM
Kenya,Coast,Mombasa,1988,1,mz,592,630,0.93968254,Coast,EWCM
Kenya,Coast,Mombasa,1989,1,mz,999,847,1.179456907,Coast,EWCM
Kenya,Coast,Mombasa,1990,1,mz,808,661,1.222390318,Coast,EWCM
Kenya,Coast,Mombasa,1991,1,mz,749,700,1.07,Coast,EWCM
Kenya,Coast,Mombasa,1992,1,mz,551.97,497,1.110603622,Coast,EWCM
Kenya,Coast,Mombasa,1993,1,mz,127.89,203,0.63,Coast,EWCM
Kenya,Coast,Mombasa,1994,1,mz,372.6,460,0.81,Coast,EWCM
Kenya,Coast,Mombasa,1995,1,mz,428.67,433,0.99,Coast,EWCM
Kenya,Coast,Mombasa,1996,1,mz,119.07,147,0.81,Coast,EWCM
Kenya,Coast,Mombasa,1997,1,mz,516.96,434,1.191152074,Coast,EWCM
Kenya,Coast,Mombasa,1998,1,mz,188.37,161,1.17,Coast,EWCM
Kenya,Coast,Mombasa,1999,1,mz,164.07,166,0.988373494,Coast,EWCM
Kenya,Coast,Mombasa,2000,1,mz,557.01,562,0.991120996,Coast,EWCM
Kenya,Coast,Mombasa,2001,1,mz,706.86,714,0.99,Coast,EWCM
Kenya,Coast,Mombasa,2003,1,mz,418.0018002,516,0.810081008,Coast,EWCM
Kenya,Coast,Mombasa,2004,1,mz,446.039604,690,0.646434209,Coast,EWCM
Kenya,Coast,Mombasa,2005,1,mz,168.4968497,171,0.985361694,Coast,EWCM
Kenya,Coast,Mombasa,2006,1,mz,429.7029703,759,0.566143571,Coast,EWCM
Kenya,Coast,Mombasa,2007,1,mz,412.3312331,861,0.478898064,Coast,EWCM
Kenya,Coast,Mombasa,2008,1,mz,281,281,1,Coast,EWCM
Kenya,Coast,Mombasa,2009,1,mz,853.3141314,552.4,1.544739557,Coast,EWCM
Kenya,Coast,Mombasa,2010,1,mz,382.59,1335.5,0.286476975,Coast,EWCM
Kenya,Coast,Mombasa,2011,1,mz,532.8,1188.9,0.448145344,Coast,EWCM
Kenya,Coast,Mombasa,2012,1,mz,1063.314,1203.3,0.883664921,Coast,EWCM
Kenya,Coast,Mombasa,2013,1,mz,541.62,1003,0.54,Coast,EWCM
Kenya,Coast,Mombasa,2014,1,mz,450.45,1001,0.45,Coast,EWCM
Kenya,Coast,Mombasa,2015,1,mz,334.989,653,0.513,Coast,EWCM
Kenya,Coast,Taita Taveta,1983,1,mz,8888,8080,1.1,Coast,EWCM
Kenya,Coast,Taita Taveta,1984,1,mz,6966,3870,1.8,Coast,EWCM
Kenya,Coast,Taita Taveta,1985,1,mz,7876,3511,2.243235545,Coast,EWCM
Kenya,Coast,Taita Taveta,1986,1,mz,12956,7198,1.799944429,Coast,EWCM
Kenya,Coast,Taita Taveta,1987,1,mz,12556,7715,1.627478937,Coast,EWCM
Kenya,Coast,Taita Taveta,1988,1,mz,7271,5187,1.401773665,Coast,EWCM
Kenya,Coast,Taita Taveta,1989,1,mz,20308,6089,3.335194613,Coast,EWCM
Kenya,Coast,Taita Taveta,1990,1,mz,10282,4545,2.262266227,Coast,EWCM
Kenya,Coast,Taita Taveta,1991,1,mz,7586,4109,1.846191287,Coast,EWCM
Kenya,Coast,Taita Taveta,1992,1,mz,4048.02,3706,1.092288181,Coast,EWCM
Kenya,Coast,Taita Taveta,1993,1,mz,6427.08,6492,0.99,Coast,EWCM
Kenya,Coast,Taita Taveta,1994,1,mz,2430,3000,0.81,Coast,EWCM
Kenya,Coast,Taita Taveta,1995,1,mz,1071.6,3230,0.331764706,Coast,EWCM
Kenya,Coast,Taita Taveta,1996,1,mz,4899.96,3500,1.399988571,Coast,EWCM
Kenya,Coast,Taita Taveta,1997,1,mz,4479.93,3200,1.399978125,Coast,EWCM
Kenya,Coast,Taita Taveta,1998,1,mz,2790.72,1824,1.53,Coast,EWCM
Kenya,Coast,Taita Taveta,1999,1,mz,2754.72,2782,0.990194105,Coast,EWCM
Kenya,Coast,Taita Taveta,2000,1,mz,5043.06,5094,0.99,Coast,EWCM
Kenya,Coast,Taita Taveta,2001,1,mz,4154.04,4196,0.99,Coast,EWCM
Kenya,Coast,Taita Taveta,2003,1,mz,5875.517552,7253,0.810081008,Coast,EWCM
Kenya,Coast,Taita Taveta,2004,1,mz,3487.39874,8718,0.400022796,Coast,EWCM
Kenya,Coast,Taita Taveta,2005,1,mz,8494.509451,13482,0.630063006,Coast,EWCM
Kenya,Coast,Taita Taveta,2006,1,mz,3797.569757,17464,0.217451315,Coast,EWCM
Kenya,Coast,Taita Taveta,2007,1,mz,15441.94419,21445,0.720072007,Coast,EWCM
Kenya,Coast,Taita Taveta,2008,1,mz,24798.88,17464,1.42,Coast,EWCM
Kenya,Coast,Taita Taveta,2009,1,mz,14682.48443,15714.6,0.934321232,Coast,EWCM
Kenya,Coast,Taita Taveta,2010,1,mz,6287.49,11934,0.526855204,Coast,EWCM
Kenya,Coast,Taita Taveta,2011,1,mz,17109.63,17076,1.001969431,Coast,EWCM
Kenya,Coast,Taita Taveta,2012,1,mz,15990.9255,16837.5,0.949720891,Coast,EWCM
Kenya,Coast,Taita Taveta,2013,1,mz,6293.7,13986,0.45,Coast,EWCM
Kenya,Coast,Taita Taveta,2014,1,mz,19645.92,15592,1.26,Coast,EWCM
Kenya,Coast,Taita Taveta,2015,1,mz,18242.64,15592,1.17,Coast,EWCM
Kenya,Coast,Tana River,1983,1,mz,3688,2649,1.392223481,Coast,EWCM
